Carbohydrate degradation	Amino Acid Degradation	Carboxylate Degradation	Nucleoside and Nucleotide Degradation	Secondary Metabolite Degradation	Amino Acid Biosynthesis	Aromatic Compound Biosynthesis	Carbohydrate Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Fatty Acid and Lipid Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Secondary Metabolite Biosynthesis	Fermentation	Glycolysis	Generation of Precursor Metabolites and Energy	Inorganic Nutrient Metabolism	Aminoacyl-tRNA Charging	Group
FR-268	-3.73514634502878	-3.97910974210398	-4.50964178194118	-3.67691895496956	-4.54784541428534	-3.86760479795927	-3.34011237300478	-4.14316526002034	-3.53674715703395	-4.01504847934824	-3.764565521021	-3.18027711936083	-3.81702985417387	-3.46338351993047	-4.37714822898715	-4.87758535477644	-3.37134035895622	CRC
FR-275	-3.70266693089351	-4.12737728964268	-4.43878289045347	-3.9273162904248	-5.70161202040586	-3.80669061094393	-3.40416829207207	-3.9270381707953	-3.64119830568644	-4.07080645485143	-3.72711806305576	-3.33990897694977	-4.09898002849887	-3.88605416628852	-4.16591219026521	-4.86141444392741	-3.40799210602025	CRC
FR-281	-3.75846579513164	-4.48818464949393	-4.75211333635452	-4.1346841234268	-6.87436261153978	-3.88649714058824	-3.3221947201004	-3.96430529392166	-3.63379262796972	-4.5483132835723	-3.87435960544217	-3.28551097225858	-4.61314479433325	-3.81451013217507	-4.97453643949973	-5.07884056369123	-3.51371974358384	CRC
FR-293	-3.73027315596975	-4.45741631449901	-4.52965768493393	-3.85115745085176	-4.6365591395204	-3.61166850004324	-3.33711925408785	-4.47411841961792	-3.66551458663656	-4.81701028271526	-3.83995790996826	-3.37040999207516	-3.84025399650455	-4.05544631162876	-4.41799352052465	-4.43014674834164	-3.21614713899823	CRC
FR-298	-3.57238427930292	-4.70014540252266	-4.91059988991402	-3.88765678244412	-5.32070204774436	-3.64198449251905	-3.23910582141093	-4.47820678160447	-3.5946009289603	-4.99041057340401	-3.82339399964517	-3.2770265064269	-4.09826012021764	-4.2828270453146	-4.64046810404743	-4.42987335744963	-3.37138121018149	CRC
FR-302	-3.65727010180793	-4.54159053080208	-4.58448116826403	-3.80249952944987	-4.99084241574376	-3.69092831724923	-3.34019507650497	-4.27858380696456	-3.68196770287544	-4.05422949827792	-3.79468761276934	-3.34287527770796	-4.04281895474828	-4.05210106521777	-4.35190655896984	-4.64475514056615	-3.33301708659532	CRC
FR-310	-3.82593045115504	-4.5628142212221	-4.62986717179245	-3.98789642876192	-5.05432268854858	-3.78988375818854	-3.43597862478832	-4.2917751234088	-3.78743035875228	-4.44099111868688	-3.94466437337162	-3.45152090655126	-4.1560677865241	-4.01628185017197	-4.41235557012546	-4.72376724255311	-3.38312555958498	CRC
FR-328	-3.82053826365762	-4.72978074827517	-4.77590675831569	-4.01732509094675	-9	-3.97666826185034	-3.39612231487364	-4.24981414943102	-3.61420397584908	-3.7626161850894	-3.89329665054439	-3.36201221827392	-5.15555009792822	-3.97393366104512	-4.58095581437847	-4.6501493931397	-3.64914749238056	CRC
FR-344	-3.54663660657878	-4.31382605586302	-4.80321989100429	-4.12237371967683	-5.00937969992303	-3.59719867051958	-3.23243516203652	-3.98292106407322	-3.50455100302205	-3.99727882056035	-3.79715148810478	-3.21960563083309	-4.01631606314852	-3.96768155283903	-4.49895311413605	-5.01159557432774	-3.24013733296928	CRC
FR-376	-3.70213465101511	-4.63772068388863	-4.03875245749596	-3.75738047077838	-4.51396361136675	-3.87149392336203	-3.44467528422753	-4.12023360003419	-3.76305171668571	-3.68249885407594	-3.92064824045816	-3.47930952252073	-4.09189904003548	-3.72697248265602	-4.07613801360805	-5.00025377925522	-3.60697085941491	CRC
FR-404	-3.70090973928772	-4.24496544289756	-4.39399547898595	-3.7425583710693	-5.44363839095079	-3.6866633836133	-3.3178906128924	-3.962706178493	-3.59519942465532	-4.08909635549021	-3.83026332827895	-3.32316743837206	-3.88246422505851	-3.55414813889392	-4.17315688726231	-4.83480790427566	-3.38854223433166	CRC
FR-414	-3.67073521846222	-4.27971388054314	-4.56024630287872	-3.70368570179907	-5.24225788836198	-3.71237470513329	-3.25533566042712	-4.11924747739529	-3.71627346937375	-4.45618394039098	-3.82816744731537	-3.26430052168323	-4.01558451232244	-3.81406424862214	-4.19604465655364	-5.0381612447133	-3.25964441720088	CRC
FR-430	-3.6581016467912	-4.65729768534531	-3.72602057156634	-3.50702490615162	-4.03988660403316	-3.80118874655081	-3.43520227422222	-4.15733582064745	-3.65948592315617	-3.54218644969063	-3.88003905644703	-3.59583533840473	-3.97535033397067	-3.57748297677275	-3.7624092572533	-5.99216870853296	-3.76600185163151	CRC
FR-450	-3.47649684391304	-4.49076163974466	-4.17393938507208	-3.71679002141139	-5.41155685072864	-3.69893153837817	-3.23381282913063	-4.42030064445729	-3.60764139262406	-4.33696440776242	-3.84919179679238	-3.27017373931953	-3.97011666374715	-3.69716360446045	-4.17825142385077	-4.19020289800844	-3.43255601751016	CRC
FR-451	-3.65789778864033	-4.00093682053117	-4.4050139477649	-3.720758126482	-5.46249950438087	-3.67846500183301	-3.27148568470182	-4.04279000166197	-3.61840699057622	-4.31201949419393	-3.76252684853964	-3.1780262193016	-4.03899540071458	-4.11159109941801	-4.41075180689858	-4.52791892225196	-3.16400014347024	CRC
FR-459	-3.5714955782598	-4.48726021424408	-4.4111344694401	-3.66832826530615	-5.14118980003461	-3.7250502341031	-3.32861010750648	-4.01874048222146	-3.67023812118091	-3.99409633277267	-3.79964580890184	-3.35351295212929	-3.96651181969238	-3.66533463298125	-4.14109649762621	-4.29173948948993	-3.44930579492051	CRC
FR-503	-3.64272763472956	-3.98604115178357	-4.5634686379563	-3.61392547292804	-9	-3.73602740033354	-3.25332299738688	-4.05606952612598	-3.58051612468752	-4.47499041424731	-3.65020031715582	-3.23674126450657	-4.02212470946637	-3.65587703636099	-4.11534522728357	-4.38804464645432	-3.39209268825435	CRC
FR-504	-3.69407860882539	-4.32172952030117	-4.46823073565016	-3.83114695373551	-5.4379916023344	-3.73564644572134	-3.29870260884039	-4.2145202000888	-3.71963647499486	-4.19116372802535	-3.91471039959096	-3.28104598368568	-4.00042910910217	-4.0399484010375	-4.34008065913718	-4.73504091758659	-3.33150039877709	CRC
FR-505	-3.84789008211694	-4.16369971786569	-4.50192411981597	-4.06112871499767	-6.1974698214654	-3.72271400652427	-3.28479495925295	-3.80279770006976	-3.58400875735748	-4.10655886595326	-3.73521041243885	-3.1830623981889	-4.07365744360027	-3.74701474229346	-4.01378110088891	-4.57310393049807	-3.3264308080806	CRC
FR-506	-3.65765365338319	-4.29550702918431	-4.51497725042635	-4.02463502915212	-5.02124673831342	-3.75932682499473	-3.29618430278437	-4.13611006518212	-3.652346315067	-4.26559624414246	-3.87240450469947	-3.27149606734135	-3.98629725325238	-3.81736976899006	-4.28553270632413	-4.25575037271732	-3.38383548296675	CRC
FR-551	-3.74242220195149	-4.40855501074611	-4.50064453709407	-4.04851776281016	-6.42849963299387	-3.72662390904193	-3.38949723313194	-4.13452617205682	-3.71238551655662	-3.82687699158445	-3.79966433012395	-3.30231828481891	-4.21403976880062	-4.04564119383073	-4.36982187319096	-4.56112728914957	-3.34072859270382	CRC
FR-552	-3.6247098341938	-4.49880346143116	-4.83625991698739	-3.95259914897816	-4.62191839512278	-3.72143602094089	-3.22394929621907	-4.22403660248786	-3.66161338958744	-4.87634469338111	-3.84384107540554	-3.23429941441068	-3.96095992240728	-4.28901377535144	-4.49266524403308	-4.590136264438	-3.22511094130403	CRC
FR-617	-3.44009971358904	-7.26233150645469	-4.73877963228688	-3.63189023657888	-5.29660973439697	-3.68286624510194	-3.09454121987172	-4.59929647832477	-3.68554703599804	-4.71329809438626	-3.92386484629795	-3.14380781594065	-4.10409163292287	-4.157658357872	-4.49259138981092	-4.44911876684481	-3.2828056514972	CRC
FR-628	-3.46786456487465	-5.05736648957833	-4.84401019027465	-3.83111398128239	-9	-3.7980345575329	-3.13935243002939	-4.87692276522874	-3.70938414737099	-4.24335490848228	-3.93590498227456	-3.16395072897653	-4.81346711393829	-4.5248409278353	-4.47675920036583	-4.6472858285485	-3.35741381520377	CRC
FR-652	-3.85618478773902	-4.18548462646925	-4.42978629705457	-3.88636398479132	-5.06962718569264	-3.74061873074905	-3.48095794095817	-4.01717492624758	-3.7191688870012	-4.3984461391471	-3.82930478216193	-3.4581038866256	-4.08099519251083	-3.78013777798017	-4.24842985121829	-4.64784344890669	-3.39198236703268	CRC
FR-654	-3.81947230598863	-4.31206209724799	-4.65333224112612	-3.97769871374916	-3.9806510399183	-3.66041762698052	-3.3079072144024	-4.01771465228803	-3.65678927406458	-4.43925751393877	-3.74454144270656	-3.29771511449819	-3.85713293297795	-3.84188261377301	-4.35600979520386	-4.53026388680831	-3.26456478991217	CRC
FR-667	-3.6398741765604	-4.47226473689678	-4.81183300196989	-4.02408214851871	-5.36217117288426	-3.62859577203133	-3.29039556386149	-4.2290439899113	-3.64550278356927	-4.23466153576472	-3.75371134132557	-3.29267002961976	-4.09798881876411	-3.94148501754421	-4.32558423527903	-4.38185781046247	-3.29024088507566	CRC
FR-722	-3.59670689221494	-4.26418099242268	-4.30648102507867	-3.87633368426039	-4.86867973494166	-3.75362398730433	-3.18814292534292	-4.10335130269631	-3.65826471438478	-3.56674087984735	-3.76114547449739	-3.11928127713821	-3.96797621986948	-3.92799281649964	-4.16936437161524	-5.06077105112073	-3.31452608427139	CRC
FR-723	-3.77293937973316	-4.39445593162754	-4.36152284524019	-3.8688102549365	-5.30044929804733	-3.76447959625767	-3.38536804620652	-4.31177546839609	-3.77764548114404	-4.12877183887351	-3.93372477526801	-3.3855773939755	-4.07823093650262	-4.02694151146995	-4.37954632510364	-4.8557866545178	-3.37595007133669	CRC
FR-734	-3.65756258651872	-4.4834350168535	-4.32589290924523	-3.80213729933795	-5.03496583815009	-3.73288454397781	-3.3647194272702	-4.05684040538235	-3.7320618957359	-3.90503013191048	-3.8724833960569	-3.36804511966886	-3.99787958565638	-3.84265696819923	-4.23334359615184	-4.52860784972686	-3.32228539938476	CRC
FR-767	-4.28677710738669	-4.54439104682864	-4.52133320470962	-4.14657904893062	-3.97854606874462	-4.12881793013925	-3.34773166182901	-3.65897552949176	-3.59323926895509	-4.35510457325427	-4.05597465115704	-3.23583657520727	-3.97379414697391	-3.61237841820313	-5.21857013926257	-4.72137053991211	-3.38580961444093	CRC
FR-768	-3.66816531785044	-4.08984205641245	-4.14987413496029	-3.66123657493885	-6.01472670123888	-3.71365362589599	-3.29937168428719	-4.03212065491873	-3.79726611063649	-3.85165938639207	-3.88582943059455	-3.26896674559674	-3.97144118124152	-3.81558423318628	-4.11983447182046	-4.70882930223208	-3.24781321491145	CRC
FR-770	-3.71071888600533	-4.4815029165069	-3.82965254659459	-3.53478231282913	-3.93806523937307	-3.73779673865922	-3.51120031382442	-3.89264689389117	-3.67092778536546	-3.71744410265446	-3.83757129490663	-3.47373569658116	-3.89133034273365	-3.54963847272346	-3.79685284681532	-5.20369856921221	-3.47432818749919	CRC
FR-772	-3.54342897556339	-3.93215435785161	-4.47203901735717	-3.53012827200471	-5.35020966313926	-3.83086751676822	-3.18291476125857	-5.87887476144446	-3.49626479771347	-4.05034036142083	-3.79960373184687	-3.21684779977994	-3.97465564532376	-3.50713035231299	-4.36400134252085	-6.65567398186902	-3.49416383590335	CRC
FR-780	-3.66555186210076	-4.36087026118661	-4.04411733991899	-3.7263361400397	-4.43231621673075	-3.71899825471272	-3.38061211806975	-3.9170725986114	-3.67145977443073	-3.78095344090566	-3.77437321704976	-3.34754381682178	-3.87353038973774	-3.78506272886435	-4.0832767095744	-4.61835933409956	-3.40464599432064	CRC
FR-783	-3.71612815868637	-4.33384450543809	-4.80876054310939	-3.96024236115677	-6.04489891926463	-3.8623014434607	-3.2737669662849	-4.30006350830534	-3.76058313420163	-3.6617760609857	-3.90310104282093	-3.2374984904894	-4.27736211440024	-4.35330598780874	-4.56689154687608	-4.70979243003819	-3.41285050174566	CRC
FR-788	-3.6777706176439	-3.96835138963798	-4.26589669343746	-3.78708178519708	-4.87230897581636	-3.67618759318611	-3.29507486968794	-3.9993481932314	-3.67190002174354	-3.98269316688994	-3.80522359910366	-3.26203808103392	-3.90663437319292	-3.9386614988217	-4.20291918325504	-4.36061730666743	-3.23744596687797	CRC
FR-812	-3.66434792637368	-4.27814677040502	-4.44469828013334	-3.80465409542582	-6.04836091157687	-3.75331880854689	-3.31528043823405	-4.17235892491442	-3.74152452534371	-3.97553004249298	-3.87188751128309	-3.30979328431849	-4.02731454921772	-3.98786236086831	-4.27203817992774	-5.03183979262974	-3.35507125944979	CRC
FR-815	-3.62321844931932	-4.75391587804731	-5.14587716518111	-3.60675079692281	-9	-3.71232502641136	-3.22817819198595	-4.7742797848387	-3.64241027136435	-4.76683042655996	-3.92432754720603	-3.24584591687757	-5.17714031797931	-4.62347190865138	-4.55366070821113	-4.70861583654747	-3.45281747052285	CRC
FR-817	-3.64203999604095	-4.25991109118716	-4.0467224445171	-3.53688098678088	-4.67927434854466	-3.75696177280537	-3.30659070828631	-3.85258741026698	-3.71364864308951	-3.76708498105559	-3.8670712744039	-3.31330922394558	-3.87155928882603	-3.5808018236501	-3.97967169280595	-5.09358526565092	-3.39694336156034	CRC
FR-823	-4.0040755017929	-4.14353931422272	-6.9659683244236	-4.9108399881868	-5.89121855942855	-5.20191667428525	-3.72526394747176	-6.01475771210939	-4.01276810034596	-4.60651935318948	-4.42101533087519	-3.70561093961154	-4.57157994726273	-4.31395350104874	-4.61830164934948	-4.72143680947578	-4.16495723208708	CRC
FR-824	-3.96584444579697	-4.81802890940567	-4.24758004282244	-3.93403660511702	-4.30823531917783	-3.90885409308144	-3.58503733781551	-3.92395497387182	-3.80876898030351	-3.95853471864484	-3.85521164505605	-3.59203834374601	-4.05603906856273	-3.77370328421009	-4.1241151245811	-5.22588168963306	-3.76816355513508	CRC
FR-825	-3.87694476021724	-4.57204941221243	-4.28758707737238	-4.01108953015389	-4.69012295099505	-3.76827683139706	-3.60844664113004	-4.1225679418307	-3.76116756158324	-3.95759209079325	-3.87737254211633	-3.54136215097435	-3.93193392441744	-3.95515656247285	-4.2773524191151	-4.82121323193353	-3.52184490826545	CRC
FR-827	-3.56615392548413	-4.47936943605473	-4.44575576731078	-3.93275981828828	-4.93379711110234	-3.72410542731283	-3.30851574296661	-3.85430745429981	-3.59369754151351	-3.83303972501013	-3.76928179904425	-3.33504228871066	-3.96352114447903	-3.7241668074216	-4.10190424878135	-4.50979496868224	-3.52410518581437	CRC
FR-828	-3.70861943409785	-4.56795298197206	-4.60589749207422	-4.04392401850653	-5.51969548034721	-3.95024243959932	-3.38979812318841	-4.21967468932705	-3.75096017066044	-4.23624829726147	-3.90622587236436	-3.35728130886021	-4.07345919554095	-4.11295051794643	-4.38238300514343	-4.87945774272707	-3.54833788563571	CRC
FR-830	-3.83337299666619	-6.95744215835755	-4.5570720705851	-3.92883214630113	-5.81970491490818	-3.81088252450829	-3.28992601844699	-5.76463005049122	-3.532988237376	-3.82710708917687	-3.66552831797004	-3.1691945589317	-5.05961493858855	-3.64994947981309	-4.4164917275181	-7.17964154708496	-3.54444865304738	CRC
FR-901	-4.21270527951165	-4.71662665428636	-4.2685855375074	-3.38344302342606	-5.30809492582164	-4.18947153365592	-3.27826279435846	-4.37344585706825	-4.08409827845304	-4.16119451707299	-4.15169873750259	-3.42284266673782	-4.23599672991814	-4.12159710716395	-4.64467934163559	-4.91833610550748	-3.64706728330267	CRC
SID31004	-3.45759278054873	-4.86402511929702	-4.68015701379536	-3.49850259952676	-9	-3.59342708239431	-3.15524076781797	-4.55788337593898	-3.59221960067208	-4.54573781075687	-3.69272305786974	-3.25670037801985	-4.08561070581431	-4.03119028098929	-4.3165471061804	-4.7307613068375	-3.35655521984891	CRC
SID31159	-3.61479299564509	-5.38219858873845	-4.20329133694114	-3.54757373540762	-4.14641007121453	-3.92253766279641	-3.34190054718879	-4.70382448127732	-3.71182406494506	-3.49417625987118	-3.93717965691723	-3.35757406344168	-4.36919835674071	-3.64812754648841	-3.76945984048438	-5.49978792661764	-3.80440473699447	CRC
SID31188	-3.61744973308777	-4.37349034642326	-5.23357518139823	-4.07136368835502	-5.98892883792286	-3.7832412376729	-3.13188728727607	-4.71905452129951	-3.69803756829899	-4.71797118773824	-3.89029096169018	-3.1616566216568	-4.26509991959573	-4.66380910479647	-4.95547252790981	-4.80655282457717	-3.21800564968361	CRC
SID31223	-3.96216942566936	-4.21842456850358	-4.98375479505941	-4.2270079622478	-4.45247388553406	-3.82771846704825	-3.40294358764057	-4.15263234670678	-3.80987870186079	-4.7756518118055	-3.83317622256562	-3.31239524451473	-3.95043390856837	-3.77496942321087	-4.38953004441613	-4.86448757772197	-3.14650499311853	CRC
SID31237	-3.49238500463976	-5.32021237944567	-4.99449935731734	-4.00647886103596	-9	-3.822839218891	-2.97980629077042	-5.49221863789713	-4.41156543610815	-5.14605976783968	-4.02101814794321	-3.02805651933656	-5.2879720771159	-5.10522603715419	-4.6499306186359	-4.54914728188826	-3.28073833832318	CRC
SID31276	-3.57204908330604	-4.96481209305237	-4.84333611543665	-3.89824429875611	-4.84906558191401	-3.65118268130926	-3.17026975743216	-4.59654272418809	-3.64105826441567	-4.89496554805255	-3.80333651107418	-3.17806155567362	-3.92144990533464	-4.05407068621885	-4.60373133540202	-4.29354642885622	-3.14389067769513	CRC
SID31285	-3.57968298072545	-4.32035370589004	-4.85430801220038	-4.09607012660309	-4.95681462000748	-3.65883706606091	-3.26332945040448	-4.40967008181857	-3.7040956254781	-5.13750703416677	-3.96502392815373	-3.23324669241252	-3.9663941825311	-4.40109114165345	-4.80956978332237	-4.32918964967325	-3.20708676993072	CRC
SID31367	-3.72989099531335	-5.41749208643634	-4.10439261893432	-3.55884459001121	-3.85219078034526	-3.9590507449075	-3.56079981693626	-4.24997101575143	-3.74197382940669	-3.5866492622079	-3.93943677305638	-3.80595767211358	-4.22615892866184	-3.54387269918942	-3.89387544408262	-5.56430209170886	-4.06381109452428	CRC
SID31446	-3.62766408855371	-4.64896390441659	-3.86430746518173	-3.55053610375311	-4.6720671544012	-3.73852851548206	-3.416946639746	-4.16454460696031	-3.69278324253148	-3.67736147400864	-3.79057655418568	-3.45463968262556	-4.12589139832771	-3.643009586513	-3.98446586682454	-4.79686179644757	-3.75657498125659	CRC
SID31489	-3.56985730381869	-5.17707540939121	-4.78743413705308	-3.77292508976138	-5.89893376250804	-3.64607452571265	-3.18959924070868	-4.88839383687687	-3.75100215362966	-4.85099553314395	-3.81182470622122	-3.20023501452126	-4.20247248119069	-4.10225223062705	-4.48452053409094	-4.12832176715846	-3.15215722461677	CRC
SID31493	-3.64167609940527	-5.86114262280608	-3.78341751888139	-3.57755737310358	-4.18717885720558	-3.84216506075808	-3.41879811721714	-4.65506412577992	-3.72926234771224	-3.52684318882277	-3.89491099217803	-3.53728313737791	-4.4224207701417	-3.6864305378618	-3.97026642582989	-5.36184560990676	-3.71135065647126	CRC
SID31549	-3.56525618435918	-5.20572591741352	-4.48552745985919	-3.64917224176814	-6.41772181677878	-3.7224896628632	-3.15350546831832	-4.71576323816667	-3.87193097173663	-4.81844121314324	-3.95470426724496	-3.21695442788531	-4.25075979899754	-4.28263540828215	-4.46253919143401	-4.70284556378367	-3.25324206811203	CRC
SID31685	-3.92516125200549	-5.01510791181748	-5.20453285123463	-4.10028533908191	-5.27033557301845	-3.5566234646867	-3.23568654408792	-5.47682527150278	-3.72980737559841	-5.85440421299089	-3.76192646399776	-3.30799076385707	-3.96367821886764	-4.3686729729318	-5.21975860199235	-4.35538739714753	-3.08834017905264	CRC
